id;text;correct_answer;choice_2;choice_3;choice_4
10040;"Comment conjugue-t-on le verbe ""choisir"" avec ""vous"" au présent ?";vous choisissez;vous choisissezs;vous choisisse;vous chooisissez
10041;"Comment conjugue-t-on le verbe ""obéir"" avec ""tu"" au présent ?";tu obéis;tu obéist;tu obéi;tu obééis
10042;"Comment conjugue-t-on le verbe ""punir"" avec ""ils"" au présent ?";ils punissent;ils punissents;ils punissen;ils puunissent
10043;"Comment conjugue-t-on le verbe ""réussir"" avec ""tu"" au présent ?";tu réussis;tu réussist;tu réussi;tu rééussis
10044;"Comment conjugue-t-on le verbe ""obéir"" avec ""il"" au présent ?";il obéit;il obéits;il obéi;il obééit
10045;"Comment conjugue-t-on le verbe ""obéir"" avec ""je"" au présent ?";j'obéis;j'obéist;j'obéi;j'obééis
10046;"Comment conjugue-t-on le verbe ""agir"" avec ""je"" au présent ?";j'agis;j'agist;j'agi;j'agiis
10047;"Comment conjugue-t-on le verbe ""agir"" avec ""tu"" au présent ?";tu agis;tu agist;tu agi;tu agiis
10048;"Comment conjugue-t-on le verbe ""nourrir"" avec ""nous"" au présent ?";nous nourrissons;nous nourrissonst;nous nourrisson;nous noourrissons
10049;"Comment conjugue-t-on le verbe ""grandir"" avec ""il"" au présent ?";il grandit;il grandits;il grandi;il graandit
10050;"Comment conjugue-t-on le verbe ""aller"" avec ""ils"" au présent ?";ils vont;ils vonts;ils von;ils voont
10051;"Comment conjugue-t-on le verbe ""venir"" avec ""je"" au présent ?";je viens;je vienst;je vien;je viiens
10052;"Comment conjugue-t-on le verbe ""dire"" avec ""nous"" au présent ?";nous disons;nous disonst;nous dison;nous diisons
10053;"Comment conjugue-t-on le verbe ""aller"" avec ""vous"" au présent ?";vous allez;vous allezs;vous alle;vous alleez
10054;"Comment conjugue-t-on le verbe ""faire"" avec ""nous"" au présent ?";nous faisons;nous faisonst;nous faison;nous faaisons
10055;"Comment conjugue-t-on le verbe ""venir"" avec ""nous"" au présent ?";nous venons;nous venonst;nous venon;nous veenons
10056;"Comment conjugue-t-on le verbe ""aller"" avec ""je"" au présent ?";je vais;je vaist;je vai;je vaais
10057;"Comment conjugue-t-on le verbe ""venir"" avec ""il"" au présent ?";il vient;il vients;il vien;il viient
10058;"Comment conjugue-t-on le verbe ""dire"" avec ""ils"" au présent ?";ils disent;ils disents;ils disen;ils diisent
10059;"Comment conjugue-t-on le verbe ""venir"" avec ""ils"" au présent ?";ils viennent;ils viennents;ils viennen;ils viiennent
10060;"Comment conjugue-t-on le verbe ""pêcher"" avec ""tu"" au futur simple ?";tu pêcheras;tu pêcherast;tu pêchera;tu pêêcheras
10061;"Comment conjugue-t-on le verbe ""skier"" avec ""ils"" au futur simple ?";ils skieront;ils skieronts;ils skieron;ils skiieront
10062;"Comment conjugue-t-on le verbe ""griller"" avec ""nous"" au futur simple ?";nous grillerons;nous grilleronst;nous grilleron;nous griillerons
