id;text;correct_answer;choice_2;choice_3;choice_4
11040;"Comment conjugue-t-on le verbe ""savoir"" avec ""je"" au présent ?";je sais;je saist;je sai;je saais
11041;"Comment conjugue-t-on le verbe ""prendre"" avec ""il"" au présent ?";il prend;il prends;il pren;il preend
11042;"Comment conjugue-t-on le verbe ""pouvoir"" avec ""nous"" au présent ?";nous pouvons;nous pouvonst;nous pouvon;nous poouvons
11043;"Comment conjugue-t-on le verbe ""pouvoir"" avec ""ils"" au présent ?";ils peuvent;ils peuvents;ils peuven;ils peeuvent
11044;"Comment conjugue-t-on le verbe ""savoir"" avec ""vous"" au présent ?";vous savez;vous savezs;vous save;vous saavez
11045;"Comment conjugue-t-on le verbe ""prendre"" avec ""nous"" au présent ?";nous prenons;nous prenonst;nous prenon;nous preenons
11046;"Comment conjugue-t-on le verbe ""voir"" avec ""tu"" au présent ?";tu vois;tu voist;tu voi;tu voois
11047;"Comment conjugue-t-on le verbe ""prendre"" avec ""vous"" au présent ?";vous prenez;vous prenezs;vous prene;vous preenez
11048;"Comment conjugue-t-on le verbe ""vouloir"" avec ""nous"" au présent ?";nous voulons;nous voulonst;nous voulon;nous vooulons
11049;"Comment conjugue-t-on le verbe ""vouloir"" avec ""ils"" au présent ?";ils veulent;ils veulents;ils veulen;ils veeulent
11050;"Comment conjugue-t-on le verbe ""aller"" avec ""je"" à l'imparfait ?";j'allais;j'allaist;j'allai;j'allaais
11051;"Comment conjugue-t-on le verbe ""vouloir"" avec ""il"" à l'imparfait ?";il voulait;il voulaits;il voulai;il vooulait
11052;"Comment conjugue-t-on le verbe ""faire"" avec ""vous"" à l'imparfait ?";vous faisiez;vous faisiezs;vous faisie;vous faaisiez
11053;"Comment conjugue-t-on le verbe ""vouloir"" avec ""ils"" à l'imparfait ?";ils voulaient;ils voulaients;ils voulaien;ils vooulaient
11054;"Comment conjugue-t-on le verbe ""faire"" avec ""nous"" à l'imparfait ?";nous faisions;nous faisionst;nous faision;nous faaisions
11055;"Comment conjugue-t-on le verbe ""sortir"" avec ""vous"" à l'imparfait ?";vous sortiez;vous sortiezs;vous sortie;vous soortiez
