id;text;correct_answer;choice_2;choice_3;choice_4
12000;Dans la phrase 'Il pleut depuis ce matin.', 'depuis ce matin' est un complément circonstanciel de quel type ?;temps;lieu;manière;cause
12001;Dans la phrase 'Nous partons demain.', 'demain' est un complément circonstanciel de quel type ?;temps;lieu;manière;cause
12002;Dans la phrase 'Elle est arrivée hier soir.', 'hier soir' est un complément circonstanciel de quel type ?;temps;lieu;manière;cause
12003;Dans la phrase 'Les oiseaux volent dans le ciel.', 'dans le ciel' est un complément circonstanciel de quel type ?;lieu;temps;manière;cause
12004;Dans la phrase 'Le chat dort sous la table.', 'sous la table' est un complément circonstanciel de quel type ?;lieu;temps;manière;cause
12005;Dans la phrase 'Ils habitent près de la gare.', 'près de la gare' est un complément circonstanciel de quel type ?;lieu;temps;manière;cause
12006;Dans la phrase 'Elle chante avec joie.', 'avec joie' est un complément circonstanciel de quel type ?;manière;temps;lieu;cause
12007;Dans la phrase 'Il marche lentement.', 'lentement' est un complément circonstanciel de quel type ?;manière;temps;lieu;cause
12008;Dans la phrase 'Le chien aboie furieusement.', 'furieusement' est un complément circonstanciel de quel type ?;manière;temps;lieu;cause
12009;Dans la phrase 'Nous jouons dans le jardin.', 'dans le jardin' est un complément circonstanciel de quel type ?;lieu;temps;manière;cause
12010;Dans la phrase 'Le train part à huit heures.', 'à huit heures' est un complément circonstanciel de quel type ?;temps;lieu;manière;cause
12011;Dans la phrase 'Elle répond poliment.', 'poliment' est un complément circonstanciel de quel type ?;manière;temps;lieu;cause
12012;Dans la phrase 'Les enfants rentrent après l'école.', 'après l'école' est un complément circonstanciel de quel type ?;temps;lieu;manière;cause
12013;Dans la phrase 'Le poisson nage dans l'aquarium.', 'dans l'aquarium' est un complément circonstanciel de quel type ?;lieu;temps;manière;cause
12014;Dans la phrase 'Il travaille avec sérieux.', 'avec sérieux' est un complément circonstanciel de quel type ?;manière;temps;lieu;cause
12015;Le livre ___ je lis est passionnant.;que;qui;où;dont
