id;text;correct_answer;choice_2;choice_3;choice_4
1601;Combien font 86 x 13 ?;1118;1120;1117;1116
1602;Combien font 22 x 6 ?;132;133;134;137
1603;Combien font 19 x 13 ?;247;252;249;237
1604;Combien font 70 x 10 ?;700;705;699;710
1605;Combien font 59 x 6 ?;354;357;352;356
1606;Combien font 33 x 18 ?;594;597;584;591
1607;Combien font 77 x 15 ?;1155;1154;1158;1157
1608;Combien font 95 x 6 ?;570;572;573;580
1609;Combien font 61 x 19 ?;1159;1164;1157;1149
1610;Combien font 60 x 16 ?;960;959;965;961
1611;Combien font 32 x 3 ?;96;106;97;94
1612;Combien font 74 x 12 ?;888;891;890;883
1613;Combien font 20 x 19 ?;380;383;385;379
1614;Combien font 67 x 10 ?;670;672;665;675
1615;Combien font 37 x 12 ?;444;447;445;442
1616;Combien font 28 x 4 ?;112;107;109;122
1617;Combien font 52 x 3 ?;156;146;159;155
1618;Combien font 42 x 8 ?;336;341;335;337
1619;Combien font 88 x 16 ?;1408;1409;1418;1413
1620;Combien font 81 x 6 ?;486;476;481;496
1621;Combien font 71 x 5 ?;355;350;354;356
1622;Combien font 61 x 14 ?;854;849;851;857
1623;Combien font 36 x 2 ?;72;71;69;62
1624;Combien font 66 x 14 ?;924;926;914;929
1625;Combien font 15 x 8 ?;120;123;130;115
1626;Combien font 63 x 17 ?;1071;1074;1073;1061
1627;Combien font 73 x 8 ?;584;589;586;594
1628;Combien font 92 x 15 ?;1380;1378;1390;1379
1629;Combien font 86 x 17 ?;1462;1452;1459;1461
1630;Combien font 43 x 17 ?;731;728;734;733
1631;Dans la division de 125 par 2, quel est le quotient ?;62;59;52;57
1632;Dans la division de 125 par 2, quel est le reste ?;1;0;4;11
1633;Dans la division de 169 par 4, quel est le quotient ?;42;45;40;39
1634;Dans la division de 169 par 4, quel est le reste ?;1;3;2;11
1635;Dans la division de 103 par 3, quel est le quotient ?;34;39;32;37
1636;Dans la division de 103 par 3, quel est le reste ?;1;2;0;11
1637;Dans la division de 124 par 5, quel est le quotient ?;24;34;29;14
1638;Dans la division de 124 par 5, quel est le reste ?;4;2;7;1
1639;Dans la division de 15 par 7, quel est le quotient ?;2;0;4;7
1640;Dans la division de 15 par 7, quel est le reste ?;1;6;3;11
1641;Dans la division de 68 par 9, quel est le quotient ?;7;2;17;6
1642;Dans la division de 68 par 9, quel est le reste ?;5;15;0;7
1643;Dans la division de 122 par 5, quel est le quotient ?;24;21;22;34
1644;Dans la division de 122 par 5, quel est le reste ?;2;3;5;0
1645;Dans la division de 127 par 2, quel est le quotient ?;63;53;61;65
1646;Dans la division de 127 par 2, quel est le reste ?;1;6;0;4
1647;Dans la division de 79 par 5, quel est le quotient ?;15;13;12;14
1648;Dans la division de 79 par 5, quel est le reste ?;4;9;6;14
1649;Dans la division de 37 par 7, quel est le quotient ?;5;15;0;10
1650;Dans la division de 37 par 7, quel est le reste ?;2;7;1;4
1651;Dans la division de 109 par 9, quel est le quotient ?;12;22;7;15
